year,month,tweets,keywords,date,All
2008,9,10,Ling Ling,2008-09-01,Specific Terms
2008,10,19,Ling Ling,2008-10-01,Specific Terms
2008,11,14,Ling Ling,2008-11-01,Specific Terms
2008,12,28,Ling Ling,2008-12-01,Specific Terms
2009,1,34,Ling Ling,2009-01-01,Specific Terms
2009,2,33,Ling Ling,2009-02-01,Specific Terms
2009,3,87,Ling Ling,2009-03-01,Specific Terms
2009,4,145,Ling Ling,2009-04-01,Specific Terms
2009,5,168,Ling Ling,2009-05-01,Specific Terms
2009,6,294,Ling Ling,2009-06-01,Specific Terms
2009,7,327,Ling Ling,2009-07-01,Specific Terms
2009,8,441,Ling Ling,2009-08-01,Specific Terms
2009,9,325,Ling Ling,2009-09-01,Specific Terms
2009,10,451,Ling Ling,2009-10-01,Specific Terms
2009,11,477,Ling Ling,2009-11-01,Specific Terms
2009,12,596,Ling Ling,2009-12-01,Specific Terms
2010,1,706,Ling Ling,2010-01-01,Specific Terms
2010,2,839,Ling Ling,2010-02-01,Specific Terms
2010,3,922,Ling Ling,2010-03-01,Specific Terms
2010,4,1077,Ling Ling,2010-04-01,Specific Terms
2010,5,885,Ling Ling,2010-05-01,Specific Terms
2010,6,1095,Ling Ling,2010-06-01,Specific Terms
2010,7,1288,Ling Ling,2010-07-01,Specific Terms
2010,8,1217,Ling Ling,2010-08-01,Specific Terms
2010,9,1433,Ling Ling,2010-09-01,Specific Terms
2010,10,1448,Ling Ling,2010-10-01,Specific Terms
2010,11,1474,Ling Ling,2010-11-01,Specific Terms
2010,12,1721,Ling Ling,2010-12-01,Specific Terms
2011,1,1935,Ling Ling,2011-01-01,Specific Terms
2011,2,1966,Ling Ling,2011-02-01,Specific Terms
2011,3,2381,Ling Ling,2011-03-01,Specific Terms
2011,4,2578,Ling Ling,2011-04-01,Specific Terms
2011,5,3130,Ling Ling,2011-05-01,Specific Terms
2011,6,3337,Ling Ling,2011-06-01,Specific Terms
2011,7,3844,Ling Ling,2011-07-01,Specific Terms
2011,8,3660,Ling Ling,2011-08-01,Specific Terms
2011,9,3269,Ling Ling,2011-09-01,Specific Terms
2011,10,3397,Ling Ling,2011-10-01,Specific Terms
2011,11,4164,Ling Ling,2011-11-01,Specific Terms
2011,12,4524,Ling Ling,2011-12-01,Specific Terms
2012,1,5095,Ling Ling,2012-01-01,Specific Terms
2012,2,6054,Ling Ling,2012-02-01,Specific Terms
2012,3,6439,Ling Ling,2012-03-01,Specific Terms
2012,4,5671,Ling Ling,2012-04-01,Specific Terms
2012,5,6197,Ling Ling,2012-05-01,Specific Terms
2012,6,6382,Ling Ling,2012-06-01,Specific Terms
2012,7,7315,Ling Ling,2012-07-01,Specific Terms
2012,8,8593,Ling Ling,2012-08-01,Specific Terms
2012,9,5963,Ling Ling,2012-09-01,Specific Terms
2012,10,5664,Ling Ling,2012-10-01,Specific Terms
2012,11,5752,Ling Ling,2012-11-01,Specific Terms
2012,12,5998,Ling Ling,2012-12-01,Specific Terms
2013,1,6536,Ling Ling,2013-01-01,Specific Terms
2013,2,5909,Ling Ling,2013-02-01,Specific Terms
2013,3,6884,Ling Ling,2013-03-01,Specific Terms
2013,4,6778,Ling Ling,2013-04-01,Specific Terms
2013,5,6529,Ling Ling,2013-05-01,Specific Terms
2013,6,6541,Ling Ling,2013-06-01,Specific Terms
2013,7,6725,Ling Ling,2013-07-01,Specific Terms
2013,8,6417,Ling Ling,2013-08-01,Specific Terms
2013,9,5214,Ling Ling,2013-09-01,Specific Terms
2013,10,5044,Ling Ling,2013-10-01,Specific Terms
2013,11,5083,Ling Ling,2013-11-01,Specific Terms
2013,12,4693,Ling Ling,2013-12-01,Specific Terms
2014,1,4879,Ling Ling,2014-01-01,Specific Terms
2014,2,4193,Ling Ling,2014-02-01,Specific Terms
2014,3,4429,Ling Ling,2014-03-01,Specific Terms
2014,4,5301,Ling Ling,2014-04-01,Specific Terms
2014,5,5295,Ling Ling,2014-05-01,Specific Terms
2014,6,8159,Ling Ling,2014-06-01,Specific Terms
2014,7,40087,Ling Ling,2014-07-01,Specific Terms
2014,8,20151,Ling Ling,2014-08-01,Specific Terms
2014,9,11436,Ling Ling,2014-09-01,Specific Terms
2014,10,9373,Ling Ling,2014-10-01,Specific Terms
2014,11,8123,Ling Ling,2014-11-01,Specific Terms
2014,12,17917,Ling Ling,2014-12-01,Specific Terms
2015,1,10700,Ling Ling,2015-01-01,Specific Terms
2015,2,8392,Ling Ling,2015-02-01,Specific Terms
2015,3,9301,Ling Ling,2015-03-01,Specific Terms
2015,4,7133,Ling Ling,2015-04-01,Specific Terms
2015,5,7561,Ling Ling,2015-05-01,Specific Terms
2015,6,36668,Ling Ling,2015-06-01,Specific Terms
2015,7,28676,Ling Ling,2015-07-01,Specific Terms
2015,8,13550,Ling Ling,2015-08-01,Specific Terms
2015,9,10779,Ling Ling,2015-09-01,Specific Terms
2015,10,8962,Ling Ling,2015-10-01,Specific Terms
2015,11,18294,Ling Ling,2015-11-01,Specific Terms
2015,12,12551,Ling Ling,2015-12-01,Specific Terms
2016,1,8347,Ling Ling,2016-01-01,Specific Terms
2016,2,9970,Ling Ling,2016-02-01,Specific Terms
2016,3,9180,Ling Ling,2016-03-01,Specific Terms
2016,4,8389,Ling Ling,2016-04-01,Specific Terms
2016,5,8611,Ling Ling,2016-05-01,Specific Terms
2016,6,8588,Ling Ling,2016-06-01,Specific Terms
2016,7,8246,Ling Ling,2016-07-01,Specific Terms
2016,8,6861,Ling Ling,2016-08-01,Specific Terms
2016,9,5789,Ling Ling,2016-09-01,Specific Terms
2016,10,8080,Ling Ling,2016-10-01,Specific Terms
2016,11,4936,Ling Ling,2016-11-01,Specific Terms
2016,12,12482,Ling Ling,2016-12-01,Specific Terms
2017,1,4450,Ling Ling,2017-01-01,Specific Terms
2017,2,3882,Ling Ling,2017-02-01,Specific Terms
2017,3,4628,Ling Ling,2017-03-01,Specific Terms
2017,4,4461,Ling Ling,2017-04-01,Specific Terms
2017,5,3140,Ling Ling,2017-05-01,Specific Terms
2017,6,5842,Ling Ling,2017-06-01,Specific Terms
2017,7,5454,Ling Ling,2017-07-01,Specific Terms
2017,8,3153,Ling Ling,2017-08-01,Specific Terms
2017,9,2557,Ling Ling,2017-09-01,Specific Terms
2017,10,2654,Ling Ling,2017-10-01,Specific Terms
2017,11,11681,Ling Ling,2017-11-01,Specific Terms
2017,12,2624,Ling Ling,2017-12-01,Specific Terms
2018,1,2859,Ling Ling,2018-01-01,Specific Terms
2018,2,14384,Ling Ling,2018-02-01,Specific Terms
2018,3,15592,Ling Ling,2018-03-01,Specific Terms
2018,4,4366,Ling Ling,2018-04-01,Specific Terms
2018,5,13706,Ling Ling,2018-05-01,Specific Terms
2018,6,4180,Ling Ling,2018-06-01,Specific Terms
2018,7,2716,Ling Ling,2018-07-01,Specific Terms
2018,8,4960,Ling Ling,2018-08-01,Specific Terms
2018,9,2012,Ling Ling,2018-09-01,Specific Terms
2018,10,1857,Ling Ling,2018-10-01,Specific Terms
2018,11,2465,Ling Ling,2018-11-01,Specific Terms
2018,12,2100,Ling Ling,2018-12-01,Specific Terms
2019,1,2849,Ling Ling,2019-01-01,Specific Terms
2019,2,2103,Ling Ling,2019-02-01,Specific Terms
2019,3,2677,Ling Ling,2019-03-01,Specific Terms
2019,4,2205,Ling Ling,2019-04-01,Specific Terms
2019,5,20196,Ling Ling,2019-05-01,Specific Terms
2019,6,2261,Ling Ling,2019-06-01,Specific Terms
2019,7,2701,Ling Ling,2019-07-01,Specific Terms
2019,8,3148,Ling Ling,2019-08-01,Specific Terms
2019,9,4530,Ling Ling,2019-09-01,Specific Terms
2019,10,2971,Ling Ling,2019-10-01,Specific Terms
2019,11,2437,Ling Ling,2019-11-01,Specific Terms
2019,12,2593,Ling Ling,2019-12-01,Specific Terms
2020,1,2720,Ling Ling,2020-01-01,Specific Terms
2020,2,2207,Ling Ling,2020-02-01,Specific Terms
2020,3,10397,Ling Ling,2020-03-01,Specific Terms
2020,4,4578,Ling Ling,2020-04-01,Specific Terms
2020,5,3552,Ling Ling,2020-05-01,Specific Terms
2020,6,3107,Ling Ling,2020-06-01,Specific Terms
2020,7,3980,Ling Ling,2020-07-01,Specific Terms
2020,8,3586,Ling Ling,2020-08-01,Specific Terms
2020,9,2813,Ling Ling,2020-09-01,Specific Terms
2020,10,2637,Ling Ling,2020-10-01,Specific Terms
2020,11,2275,Ling Ling,2020-11-01,Specific Terms
2020,12,2150,Ling Ling,2020-12-01,Specific Terms
2008,1,0,Slant eye,2008-01-01,Specific Terms
2008,2,1,Slant eye,2008-02-01,Specific Terms
2008,3,0,Slant eye,2008-03-01,Specific Terms
2008,4,0,Slant eye,2008-04-01,Specific Terms
2008,5,1,Slant eye,2008-05-01,Specific Terms
2008,6,2,Slant eye,2008-06-01,Specific Terms
2008,7,0,Slant eye,2008-07-01,Specific Terms
2008,8,29,Slant eye,2008-08-01,Specific Terms
2008,9,1,Slant eye,2008-09-01,Specific Terms
2008,10,2,Slant eye,2008-10-01,Specific Terms
2008,11,1,Slant eye,2008-11-01,Specific Terms
2008,12,4,Slant eye,2008-12-01,Specific Terms
2009,1,2,Slant eye,2009-01-01,Specific Terms
2009,2,67,Slant eye,2009-02-01,Specific Terms
2009,3,12,Slant eye,2009-03-01,Specific Terms
2009,4,15,Slant eye,2009-04-01,Specific Terms
2009,5,15,Slant eye,2009-05-01,Specific Terms
2009,6,25,Slant eye,2009-06-01,Specific Terms
2009,7,42,Slant eye,2009-07-01,Specific Terms
2009,8,36,Slant eye,2009-08-01,Specific Terms
2009,9,33,Slant eye,2009-09-01,Specific Terms
2009,10,67,Slant eye,2009-10-01,Specific Terms
2009,11,121,Slant eye,2009-11-01,Specific Terms
2009,12,88,Slant eye,2009-12-01,Specific Terms
2010,1,36,Slant eye,2010-01-01,Specific Terms
2010,2,54,Slant eye,2010-02-01,Specific Terms
2010,3,55,Slant eye,2010-03-01,Specific Terms
2010,4,62,Slant eye,2010-04-01,Specific Terms
2010,5,61,Slant eye,2010-05-01,Specific Terms
2010,6,92,Slant eye,2010-06-01,Specific Terms
2010,7,90,Slant eye,2010-07-01,Specific Terms
2010,8,97,Slant eye,2010-08-01,Specific Terms
2010,9,80,Slant eye,2010-09-01,Specific Terms
2010,10,77,Slant eye,2010-10-01,Specific Terms
2010,11,79,Slant eye,2010-11-01,Specific Terms
2010,12,99,Slant eye,2010-12-01,Specific Terms
2011,1,151,Slant eye,2011-01-01,Specific Terms
2011,2,82,Slant eye,2011-02-01,Specific Terms
2011,3,104,Slant eye,2011-03-01,Specific Terms
2011,4,108,Slant eye,2011-04-01,Specific Terms
2011,5,180,Slant eye,2011-05-01,Specific Terms
2011,6,96,Slant eye,2011-06-01,Specific Terms
2011,7,204,Slant eye,2011-07-01,Specific Terms
2011,8,143,Slant eye,2011-08-01,Specific Terms
2011,9,97,Slant eye,2011-09-01,Specific Terms
2011,10,90,Slant eye,2011-10-01,Specific Terms
2011,11,129,Slant eye,2011-11-01,Specific Terms
2011,12,146,Slant eye,2011-12-01,Specific Terms
2012,1,177,Slant eye,2012-01-01,Specific Terms
2012,2,167,Slant eye,2012-02-01,Specific Terms
2012,3,165,Slant eye,2012-03-01,Specific Terms
2012,4,165,Slant eye,2012-04-01,Specific Terms
2012,5,183,Slant eye,2012-05-01,Specific Terms
2012,6,263,Slant eye,2012-06-01,Specific Terms
2012,7,211,Slant eye,2012-07-01,Specific Terms
2012,8,253,Slant eye,2012-08-01,Specific Terms
2012,9,150,Slant eye,2012-09-01,Specific Terms
2012,10,190,Slant eye,2012-10-01,Specific Terms
2012,11,149,Slant eye,2012-11-01,Specific Terms
2012,12,203,Slant eye,2012-12-01,Specific Terms
2013,1,200,Slant eye,2013-01-01,Specific Terms
2013,2,271,Slant eye,2013-02-01,Specific Terms
2013,3,365,Slant eye,2013-03-01,Specific Terms
2013,4,465,Slant eye,2013-04-01,Specific Terms
2013,5,232,Slant eye,2013-05-01,Specific Terms
2013,6,261,Slant eye,2013-06-01,Specific Terms
2013,7,210,Slant eye,2013-07-01,Specific Terms
2013,8,223,Slant eye,2013-08-01,Specific Terms
2013,9,174,Slant eye,2013-09-01,Specific Terms
2013,10,244,Slant eye,2013-10-01,Specific Terms
2013,11,209,Slant eye,2013-11-01,Specific Terms
2013,12,464,Slant eye,2013-12-01,Specific Terms
2014,1,342,Slant eye,2014-01-01,Specific Terms
2014,2,355,Slant eye,2014-02-01,Specific Terms
2014,3,377,Slant eye,2014-03-01,Specific Terms
2014,4,201,Slant eye,2014-04-01,Specific Terms
2014,5,259,Slant eye,2014-05-01,Specific Terms
2014,6,314,Slant eye,2014-06-01,Specific Terms
2014,7,322,Slant eye,2014-07-01,Specific Terms
2014,8,370,Slant eye,2014-08-01,Specific Terms
2014,9,375,Slant eye,2014-09-01,Specific Terms
2014,10,364,Slant eye,2014-10-01,Specific Terms
2014,11,316,Slant eye,2014-11-01,Specific Terms
2014,12,349,Slant eye,2014-12-01,Specific Terms
2015,1,355,Slant eye,2015-01-01,Specific Terms
2015,2,297,Slant eye,2015-02-01,Specific Terms
2015,3,334,Slant eye,2015-03-01,Specific Terms
2015,4,289,Slant eye,2015-04-01,Specific Terms
2015,5,345,Slant eye,2015-05-01,Specific Terms
2015,6,304,Slant eye,2015-06-01,Specific Terms
2015,7,333,Slant eye,2015-07-01,Specific Terms
2015,8,355,Slant eye,2015-08-01,Specific Terms
2015,9,271,Slant eye,2015-09-01,Specific Terms
2015,10,261,Slant eye,2015-10-01,Specific Terms
2015,11,254,Slant eye,2015-11-01,Specific Terms
2015,12,286,Slant eye,2015-12-01,Specific Terms
2016,1,237,Slant eye,2016-01-01,Specific Terms
2016,2,235,Slant eye,2016-02-01,Specific Terms
2016,3,265,Slant eye,2016-03-01,Specific Terms
2016,4,261,Slant eye,2016-04-01,Specific Terms
2016,5,253,Slant eye,2016-05-01,Specific Terms
2016,6,261,Slant eye,2016-06-01,Specific Terms
2016,7,243,Slant eye,2016-07-01,Specific Terms
2016,8,218,Slant eye,2016-08-01,Specific Terms
2016,9,238,Slant eye,2016-09-01,Specific Terms
2016,10,280,Slant eye,2016-10-01,Specific Terms
2016,11,397,Slant eye,2016-11-01,Specific Terms
2016,12,186,Slant eye,2016-12-01,Specific Terms
2017,1,187,Slant eye,2017-01-01,Specific Terms
2017,2,173,Slant eye,2017-02-01,Specific Terms
2017,3,178,Slant eye,2017-03-01,Specific Terms
2017,4,60,Slant eye,2017-04-01,Specific Terms
2017,5,109,Slant eye,2017-05-01,Specific Terms
2017,6,158,Slant eye,2017-06-01,Specific Terms
2017,7,80,Slant eye,2017-07-01,Specific Terms
2017,8,66,Slant eye,2017-08-01,Specific Terms
2017,9,82,Slant eye,2017-09-01,Specific Terms
2017,10,1942,Slant eye,2017-10-01,Specific Terms
2017,11,298,Slant eye,2017-11-01,Specific Terms
2017,12,71,Slant eye,2017-12-01,Specific Terms
2018,1,199,Slant eye,2018-01-01,Specific Terms
2018,2,133,Slant eye,2018-02-01,Specific Terms
2018,3,70,Slant eye,2018-03-01,Specific Terms
2018,4,170,Slant eye,2018-04-01,Specific Terms
2018,5,209,Slant eye,2018-05-01,Specific Terms
2018,6,545,Slant eye,2018-06-01,Specific Terms
2018,7,170,Slant eye,2018-07-01,Specific Terms
2018,8,102,Slant eye,2018-08-01,Specific Terms
2018,9,51,Slant eye,2018-09-01,Specific Terms
2018,10,51,Slant eye,2018-10-01,Specific Terms
2018,11,90,Slant eye,2018-11-01,Specific Terms
2018,12,174,Slant eye,2018-12-01,Specific Terms
2019,1,73,Slant eye,2019-01-01,Specific Terms
2019,2,109,Slant eye,2019-02-01,Specific Terms
2019,3,60,Slant eye,2019-03-01,Specific Terms
2019,4,85,Slant eye,2019-04-01,Specific Terms
2019,5,185,Slant eye,2019-05-01,Specific Terms
2019,6,79,Slant eye,2019-06-01,Specific Terms
2019,7,118,Slant eye,2019-07-01,Specific Terms
2019,8,163,Slant eye,2019-08-01,Specific Terms
2019,9,91,Slant eye,2019-09-01,Specific Terms
2019,10,88,Slant eye,2019-10-01,Specific Terms
2019,11,91,Slant eye,2019-11-01,Specific Terms
2019,12,134,Slant eye,2019-12-01,Specific Terms
2020,1,90,Slant eye,2020-01-01,Specific Terms
2020,2,77,Slant eye,2020-02-01,Specific Terms
2020,3,339,Slant eye,2020-03-01,Specific Terms
2020,4,315,Slant eye,2020-04-01,Specific Terms
2020,5,188,Slant eye,2020-05-01,Specific Terms
2020,6,256,Slant eye,2020-06-01,Specific Terms
2020,7,215,Slant eye,2020-07-01,Specific Terms
2020,8,221,Slant eye,2020-08-01,Specific Terms
2020,9,120,Slant eye,2020-09-01,Specific Terms
2020,10,108,Slant eye,2020-10-01,Specific Terms
2020,11,169,Slant eye,2020-11-01,Specific Terms
2020,12,142,Slant eye,2020-12-01,Specific Terms
2008,1,6,Chinaman,2008-01-01,Specific Terms
2008,2,8,Chinaman,2008-02-01,Specific Terms
2008,3,10,Chinaman,2008-03-01,Specific Terms
2008,4,23,Chinaman,2008-04-01,Specific Terms
2008,5,19,Chinaman,2008-05-01,Specific Terms
2008,6,28,Chinaman,2008-06-01,Specific Terms
2008,7,36,Chinaman,2008-07-01,Specific Terms
2008,8,50,Chinaman,2008-08-01,Specific Terms
2008,9,40,Chinaman,2008-09-01,Specific Terms
2008,10,43,Chinaman,2008-10-01,Specific Terms
2008,11,38,Chinaman,2008-11-01,Specific Terms
2008,12,60,Chinaman,2008-12-01,Specific Terms
2009,1,67,Chinaman,2009-01-01,Specific Terms
2009,2,121,Chinaman,2009-02-01,Specific Terms
2009,3,181,Chinaman,2009-03-01,Specific Terms
2009,4,275,Chinaman,2009-04-01,Specific Terms
2009,5,403,Chinaman,2009-05-01,Specific Terms
2009,6,430,Chinaman,2009-06-01,Specific Terms
2009,7,635,Chinaman,2009-07-01,Specific Terms
2009,8,680,Chinaman,2009-08-01,Specific Terms
2009,9,707,Chinaman,2009-09-01,Specific Terms
2009,10,750,Chinaman,2009-10-01,Specific Terms
2009,11,991,Chinaman,2009-11-01,Specific Terms
2009,12,1119,Chinaman,2009-12-01,Specific Terms
2010,1,1367,Chinaman,2010-01-01,Specific Terms
2010,2,1571,Chinaman,2010-02-01,Specific Terms
2010,3,2145,Chinaman,2010-03-01,Specific Terms
2010,4,1783,Chinaman,2010-04-01,Specific Terms
2010,5,1787,Chinaman,2010-05-01,Specific Terms
2010,6,2039,Chinaman,2010-06-01,Specific Terms
2010,7,2240,Chinaman,2010-07-01,Specific Terms
2010,8,2293,Chinaman,2010-08-01,Specific Terms
2010,9,2054,Chinaman,2010-09-01,Specific Terms
2010,10,2471,Chinaman,2010-10-01,Specific Terms
2010,11,2591,Chinaman,2010-11-01,Specific Terms
2010,12,3228,Chinaman,2010-12-01,Specific Terms
2011,1,4144,Chinaman,2011-01-01,Specific Terms
2011,2,4546,Chinaman,2011-02-01,Specific Terms
2011,3,4190,Chinaman,2011-03-01,Specific Terms
2011,4,3713,Chinaman,2011-04-01,Specific Terms
2011,5,4588,Chinaman,2011-05-01,Specific Terms
2011,6,4868,Chinaman,2011-06-01,Specific Terms
2011,7,5243,Chinaman,2011-07-01,Specific Terms
2011,8,5642,Chinaman,2011-08-01,Specific Terms
2011,9,5239,Chinaman,2011-09-01,Specific Terms
2011,10,6176,Chinaman,2011-10-01,Specific Terms
2011,11,6214,Chinaman,2011-11-01,Specific Terms
2011,12,7106,Chinaman,2011-12-01,Specific Terms
2012,1,7775,Chinaman,2012-01-01,Specific Terms
2012,2,8086,Chinaman,2012-02-01,Specific Terms
2012,3,8613,Chinaman,2012-03-01,Specific Terms
2012,4,6719,Chinaman,2012-04-01,Specific Terms
2012,5,7432,Chinaman,2012-05-01,Specific Terms
2012,6,7587,Chinaman,2012-06-01,Specific Terms
2012,7,8467,Chinaman,2012-07-01,Specific Terms
2012,8,8924,Chinaman,2012-08-01,Specific Terms
2012,9,6730,Chinaman,2012-09-01,Specific Terms
2012,10,7114,Chinaman,2012-10-01,Specific Terms
2012,11,7552,Chinaman,2012-11-01,Specific Terms
2012,12,7805,Chinaman,2012-12-01,Specific Terms
2013,1,7054,Chinaman,2013-01-01,Specific Terms
2013,2,6314,Chinaman,2013-02-01,Specific Terms
2013,3,7386,Chinaman,2013-03-01,Specific Terms
2013,4,5840,Chinaman,2013-04-01,Specific Terms
2013,5,5164,Chinaman,2013-05-01,Specific Terms
2013,6,4864,Chinaman,2013-06-01,Specific Terms
2013,7,4711,Chinaman,2013-07-01,Specific Terms
2013,8,4379,Chinaman,2013-08-01,Specific Terms
2013,9,4559,Chinaman,2013-09-01,Specific Terms
2013,10,3777,Chinaman,2013-10-01,Specific Terms
2013,11,3372,Chinaman,2013-11-01,Specific Terms
2013,12,3772,Chinaman,2013-12-01,Specific Terms
2014,1,4461,Chinaman,2014-01-01,Specific Terms
2014,2,3713,Chinaman,2014-02-01,Specific Terms
2014,3,4307,Chinaman,2014-03-01,Specific Terms
2014,4,3264,Chinaman,2014-04-01,Specific Terms
2014,5,3955,Chinaman,2014-05-01,Specific Terms
2014,6,3411,Chinaman,2014-06-01,Specific Terms
2014,7,5275,Chinaman,2014-07-01,Specific Terms
2014,8,3195,Chinaman,2014-08-01,Specific Terms
2014,9,3418,Chinaman,2014-09-01,Specific Terms
2014,10,3071,Chinaman,2014-10-01,Specific Terms
2014,11,3521,Chinaman,2014-11-01,Specific Terms
2014,12,2867,Chinaman,2014-12-01,Specific Terms
2015,1,3195,Chinaman,2015-01-01,Specific Terms
2015,2,2719,Chinaman,2015-02-01,Specific Terms
2015,3,3072,Chinaman,2015-03-01,Specific Terms
2015,4,2810,Chinaman,2015-04-01,Specific Terms
2015,5,2815,Chinaman,2015-05-01,Specific Terms
2015,6,2450,Chinaman,2015-06-01,Specific Terms
2015,7,2476,Chinaman,2015-07-01,Specific Terms
2015,8,2475,Chinaman,2015-08-01,Specific Terms
2015,9,1741,Chinaman,2015-09-01,Specific Terms
2015,10,2527,Chinaman,2015-10-01,Specific Terms
2015,11,3179,Chinaman,2015-11-01,Specific Terms
2015,12,1631,Chinaman,2015-12-01,Specific Terms
2016,1,1699,Chinaman,2016-01-01,Specific Terms
2016,2,1997,Chinaman,2016-02-01,Specific Terms
2016,3,1809,Chinaman,2016-03-01,Specific Terms
2016,4,3014,Chinaman,2016-04-01,Specific Terms
2016,5,3178,Chinaman,2016-05-01,Specific Terms
2016,6,1951,Chinaman,2016-06-01,Specific Terms
2016,7,2132,Chinaman,2016-07-01,Specific Terms
2016,8,2144,Chinaman,2016-08-01,Specific Terms
2016,9,1599,Chinaman,2016-09-01,Specific Terms
2016,10,1958,Chinaman,2016-10-01,Specific Terms
2016,11,1908,Chinaman,2016-11-01,Specific Terms
2016,12,1619,Chinaman,2016-12-01,Specific Terms
2017,1,2060,Chinaman,2017-01-01,Specific Terms
2017,2,1806,Chinaman,2017-02-01,Specific Terms
2017,3,6658,Chinaman,2017-03-01,Specific Terms
2017,4,2106,Chinaman,2017-04-01,Specific Terms
2017,5,1503,Chinaman,2017-05-01,Specific Terms
2017,6,1599,Chinaman,2017-06-01,Specific Terms
2017,7,2002,Chinaman,2017-07-01,Specific Terms
2017,8,2138,Chinaman,2017-08-01,Specific Terms
2017,9,2021,Chinaman,2017-09-01,Specific Terms
2017,10,1739,Chinaman,2017-10-01,Specific Terms
2017,11,1372,Chinaman,2017-11-01,Specific Terms
2017,12,2162,Chinaman,2017-12-01,Specific Terms
2018,1,1991,Chinaman,2018-01-01,Specific Terms
2018,2,1701,Chinaman,2018-02-01,Specific Terms
2018,3,1758,Chinaman,2018-03-01,Specific Terms
2018,4,1724,Chinaman,2018-04-01,Specific Terms
2018,5,3802,Chinaman,2018-05-01,Specific Terms
2018,6,1634,Chinaman,2018-06-01,Specific Terms
2018,7,3154,Chinaman,2018-07-01,Specific Terms
2018,8,2213,Chinaman,2018-08-01,Specific Terms
2018,9,2595,Chinaman,2018-09-01,Specific Terms
2018,10,2950,Chinaman,2018-10-01,Specific Terms
2018,11,2382,Chinaman,2018-11-01,Specific Terms
2018,12,2468,Chinaman,2018-12-01,Specific Terms
2019,1,2489,Chinaman,2019-01-01,Specific Terms
2019,2,2613,Chinaman,2019-02-01,Specific Terms
2019,3,4077,Chinaman,2019-03-01,Specific Terms
2019,4,4381,Chinaman,2019-04-01,Specific Terms
2019,5,2280,Chinaman,2019-05-01,Specific Terms
2019,6,1831,Chinaman,2019-06-01,Specific Terms
2019,7,1920,Chinaman,2019-07-01,Specific Terms
2019,8,1679,Chinaman,2019-08-01,Specific Terms
2019,9,1654,Chinaman,2019-09-01,Specific Terms
2019,10,2046,Chinaman,2019-10-01,Specific Terms
2019,11,1963,Chinaman,2019-11-01,Specific Terms
2019,12,1781,Chinaman,2019-12-01,Specific Terms
2020,1,2283,Chinaman,2020-01-01,Specific Terms
2020,2,2325,Chinaman,2020-02-01,Specific Terms
2020,3,4217,Chinaman,2020-03-01,Specific Terms
2020,4,3264,Chinaman,2020-04-01,Specific Terms
2020,5,2978,Chinaman,2020-05-01,Specific Terms
2020,6,2704,Chinaman,2020-06-01,Specific Terms
2020,7,2389,Chinaman,2020-07-01,Specific Terms
2020,8,1972,Chinaman,2020-08-01,Specific Terms
2020,9,2612,Chinaman,2020-09-01,Specific Terms
2020,10,2242,Chinaman,2020-10-01,Specific Terms
2020,11,1884,Chinaman,2020-11-01,Specific Terms
2020,12,2156,Chinaman,2020-12-01,Specific Terms
2008,1,1,Sideways cooter/pussy/vagina,2008-01-01,Specific Terms
2008,2,0,Sideways cooter/pussy/vagina,2008-02-01,Specific Terms
2008,3,1,Sideways cooter/pussy/vagina,2008-03-01,Specific Terms
2008,4,0,Sideways cooter/pussy/vagina,2008-04-01,Specific Terms
2008,5,0,Sideways cooter/pussy/vagina,2008-05-01,Specific Terms
2008,6,1,Sideways cooter/pussy/vagina,2008-06-01,Specific Terms
2008,7,0,Sideways cooter/pussy/vagina,2008-07-01,Specific Terms
2008,8,0,Sideways cooter/pussy/vagina,2008-08-01,Specific Terms
2008,9,2,Sideways cooter/pussy/vagina,2008-09-01,Specific Terms
2008,10,1,Sideways cooter/pussy/vagina,2008-10-01,Specific Terms
2008,11,0,Sideways cooter/pussy/vagina,2008-11-01,Specific Terms
2008,12,2,Sideways cooter/pussy/vagina,2008-12-01,Specific Terms
2009,1,1,Sideways cooter/pussy/vagina,2009-01-01,Specific Terms
2009,2,0,Sideways cooter/pussy/vagina,2009-02-01,Specific Terms
2009,3,0,Sideways cooter/pussy/vagina,2009-03-01,Specific Terms
2009,4,7,Sideways cooter/pussy/vagina,2009-04-01,Specific Terms
2009,5,2,Sideways cooter/pussy/vagina,2009-05-01,Specific Terms
2009,6,3,Sideways cooter/pussy/vagina,2009-06-01,Specific Terms
2009,7,10,Sideways cooter/pussy/vagina,2009-07-01,Specific Terms
2009,8,15,Sideways cooter/pussy/vagina,2009-08-01,Specific Terms
2009,9,9,Sideways cooter/pussy/vagina,2009-09-01,Specific Terms
2009,10,11,Sideways cooter/pussy/vagina,2009-10-01,Specific Terms
2009,11,15,Sideways cooter/pussy/vagina,2009-11-01,Specific Terms
2009,12,11,Sideways cooter/pussy/vagina,2009-12-01,Specific Terms
2010,1,25,Sideways cooter/pussy/vagina,2010-01-01,Specific Terms
2010,2,12,Sideways cooter/pussy/vagina,2010-02-01,Specific Terms
2010,3,55,Sideways cooter/pussy/vagina,2010-03-01,Specific Terms
2010,4,28,Sideways cooter/pussy/vagina,2010-04-01,Specific Terms
2010,5,17,Sideways cooter/pussy/vagina,2010-05-01,Specific Terms
2010,6,34,Sideways cooter/pussy/vagina,2010-06-01,Specific Terms
2010,7,37,Sideways cooter/pussy/vagina,2010-07-01,Specific Terms
